age,gender,country,work_remotely,company_size,family_history,benefits,care_options,wellness_program,anonymity,leave,coworkers,supervisor,mental_health_consequence,physical_health_consequence,mental_vs_physical,treatment
33,Male,Australia,Sometimes,More than 1000,No,No,No,Yes,i don't know,Very easy,No,Maybe,Maybe,No,Yes,1
56,Male,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
43,Male,United States of America,Sometimes,More than 1000,Yes,Yes,i am not sure,No,No,Somewhat difficult,Maybe,No,Yes,Yes,No,1
49,Male,Australia,Sometimes,More than 1000,i don't know,Yes,i am not sure,Yes,Yes,Very easy,Maybe,Yes,No,No,I don't know,1
35,Male,Bulgaria,Sometimes,26-100,No,No,Unknown,No,i don't know,Neither easy nor difficult,Maybe,Yes,Maybe,No,Yes,1
53,Male,Canada,Sometimes,More than 1000,No,Yes,Yes,No,Yes,Very difficult,Yes,No,Yes,Yes,No,1
45,Male,United States of America,Never,100-500,Yes,i don't know,i am not sure,i don't know,No,I don't know,No,Maybe,No,No,Yes,1
40,Male,United States of America,Sometimes,100-500,i don't know,Yes,No,No,i don't know,Very difficult,No,No,Yes,Maybe,No,1
52,Male,United States of America,Sometimes,More than 1000,Yes,not eligible for coverage / n/a,i am not sure,Yes,Yes,I don't know,No,Maybe,Yes,Maybe,I don't know,1
30,Male,France,Always,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
41,Male,New Zealand,Always,More than 1000,No,Yes,Yes,No,Yes,I don't know,Maybe,Maybe,Maybe,No,No,0
31,Male,Netherlands,Always,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
31,Male,Switzerland,Sometimes,100-500,i don't know,not eligible for coverage / n/a,Unknown,Yes,i don't know,Somewhat easy,Maybe,Maybe,No,No,Yes,1
24,Other,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
44,Male,Australia,Sometimes,100-500,Yes,No,Unknown,No,i don't know,Somewhat easy,No,Maybe,Maybe,No,No,1
37,Male,United States of America,Sometimes,More than 1000,Yes,Yes,No,No,i don't know,Very difficult,Maybe,Maybe,Maybe,No,I don't know,1
22,Male,Brazil,Always,25-Jun,Yes,No,Unknown,No,i don't know,Somewhat difficult,No,No,Maybe,Yes,No,0
31,Female,United States of America,Sometimes,26-100,Yes,Yes,Yes,Yes,i don't know,Somewhat easy,No,Maybe,Maybe,No,Yes,1
36,Female,Bulgaria,Sometimes,26-100,i don't know,No,Unknown,No,i don't know,I don't know,No,No,Yes,Maybe,No,0
28,Male,Romania,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
25,Female,United States of America,Sometimes,500-1000,Yes,i don't know,No,No,i don't know,Somewhat easy,No,Maybe,Maybe,Maybe,No,0
49,Male,United States of America,Always,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
22,Female,United States of America,Always,5-Jan,Yes,not eligible for coverage / n/a,Unknown,i don't know,i don't know,Very easy,Yes,Yes,No,No,Yes,1
43,Male,United States of America,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
33,Male,United States of America,Never,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
36,Other,United States of America,Sometimes,500-1000,i don't know,Yes,Yes,No,i don't know,Very difficult,No,No,Yes,Maybe,No,1
26,Female,United States of America,Sometimes,26-100,Yes,Yes,i am not sure,No,i don't know,Very difficult,No,No,Yes,Yes,No,1
43,Male,United States of America,Sometimes,More than 1000,Yes,Yes,i am not sure,i don't know,i don't know,Somewhat easy,Maybe,Yes,No,No,No,1
21,Male,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
39,Male,Australia,Sometimes,More than 1000,Yes,not eligible for coverage / n/a,Unknown,No,i don't know,Neither easy nor difficult,No,Yes,Maybe,Maybe,I don't know,0
46,Male,United Kingdom,Sometimes,More than 1000,i don't know,Yes,i am not sure,Yes,i don't know,Neither easy nor difficult,Yes,Maybe,Maybe,No,I don't know,1
32,Male,United Kingdom,Sometimes,5-Jan,Yes,not eligible for coverage / n/a,No,No,No,Somewhat difficult,Maybe,Maybe,Yes,No,Yes,0
31,Male,United Kingdom,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
39,Female,Germany,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
44,Male,Sweden,Sometimes,100-500,i don't know,i don't know,i am not sure,No,i don't know,Neither easy nor difficult,No,Maybe,Maybe,Maybe,I don't know,1
36,Male,United States of America,Never,More than 1000,Yes,Yes,i am not sure,i don't know,Yes,Neither easy nor difficult,No,No,Yes,Maybe,Yes,1
31,Female,United Kingdom,Never,More than 1000,No,i don't know,i am not sure,Yes,i don't know,Very easy,Maybe,Yes,No,No,Yes,0
30,Other,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
36,Male,United States of America,Sometimes,100-500,Yes,Yes,i am not sure,No,Yes,Very difficult,Maybe,No,Yes,Yes,I don't know,1
31,Male,United States of America,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
23,Male,Canada,Never,5-Jan,No,No,Unknown,No,Yes,Somewhat difficult,No,No,No,No,I don't know,0
23,Male,Canada,Always,26-100,i don't know,Yes,i am not sure,No,Yes,Somewhat easy,No,No,Maybe,No,I don't know,0
30,Female,United States of America,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
34,Male,Canada,Always,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
49,Female,United States of America,Sometimes,25-Jun,No,No,Unknown,No,i don't know,Very easy,Yes,Yes,No,No,Yes,0
25,Male,Bosnia and Herzegovina,Never,25-Jun,i don't know,No,i am not sure,No,i don't know,Somewhat difficult,Maybe,No,Maybe,No,I don't know,0
39,Male,United Kingdom,Sometimes,25-Jun,No,No,No,No,i don't know,Very difficult,Maybe,Maybe,Maybe,No,I don't know,0
37,Male,Germany,Never,More than 1000,No,No,Unknown,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,0
26,Male,United States of America,Sometimes,26-100,No,i don't know,No,No,i don't know,Somewhat easy,Yes,Yes,No,No,I don't know,0
41,Male,United States of America,Sometimes,100-500,Yes,i don't know,Yes,No,i don't know,Neither easy nor difficult,Maybe,No,Maybe,No,No,1
28,Male,Netherlands,Never,25-Jun,No,No,Unknown,No,i don't know,Very easy,Maybe,Yes,No,No,I don't know,0
33,Male,Sweden,Sometimes,100-500,i don't know,not eligible for coverage / n/a,Unknown,No,Yes,Neither easy nor difficult,Maybe,Maybe,Maybe,No,I don't know,1
74,Female,United States of America,Sometimes,100-500,No,No,No,Yes,Yes,Somewhat difficult,Yes,Yes,Yes,Maybe,No,1
28,Male,Netherlands,Sometimes,100-500,Yes,i don't know,i am not sure,Yes,i don't know,Very easy,No,Yes,Maybe,No,Yes,1
47,Male,United States of America,Sometimes,25-Jun,Yes,No,Yes,No,No,Neither easy nor difficult,No,No,Yes,Maybe,No,1
25,Male,Bosnia and Herzegovina,Never,100-500,i don't know,i don't know,i am not sure,No,i don't know,Somewhat difficult,No,Maybe,Yes,No,I don't know,0
51,Male,United States of America,Never,100-500,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,Yes,No,Maybe,No,1
26,Male,United States of America,Never,More than 1000,No,Yes,Yes,No,i don't know,Somewhat difficult,No,No,Yes,Maybe,I don't know,1
24,Male,United States of America,Never,26-100,Yes,Yes,Yes,No,i don't know,Neither easy nor difficult,Maybe,No,Yes,Maybe,No,0
33,Female,United States of America,Always,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
32,Female,United States of America,Sometimes,26-100,Yes,Yes,Yes,No,i don't know,I don't know,No,No,Yes,No,I don't know,1
57,Male,United States of America,Always,25-Jun,No,Yes,No,No,Yes,Very difficult,No,No,Yes,Maybe,I don't know,0
39,Male,United States of America,Never,More than 1000,Yes,Yes,Yes,No,i don't know,Somewhat easy,Maybe,Yes,No,No,Yes,1
26,Female,United States of America,Sometimes,25-Jun,Yes,No,i am not sure,No,i don't know,Somewhat difficult,No,Maybe,Maybe,No,I don't know,1
38,Male,United States of America,Sometimes,100-500,Yes,i don't know,No,i don't know,Yes,I don't know,No,No,Yes,Maybe,I don't know,0
33,Male,Finland,Sometimes,5-Jan,Yes,Yes,No,No,i don't know,Very difficult,Yes,Maybe,Maybe,No,Yes,0
30,Male,United States of America,Sometimes,25-Jun,Yes,Yes,Yes,No,Yes,I don't know,No,Maybe,Maybe,No,I don't know,0
25,Female,United States of America,Sometimes,100-500,Yes,i don't know,i am not sure,No,i don't know,Somewhat difficult,Maybe,Maybe,Maybe,No,I don't know,1
40,Male,United States of America,Sometimes,26-100,Yes,Yes,Yes,No,Yes,Neither easy nor difficult,Yes,Yes,Maybe,No,No,1
26,Female,United States of America,Sometimes,More than 1000,Yes,Yes,Yes,No,Yes,Somewhat easy,Yes,Yes,Maybe,Maybe,Yes,1
34,Male,United States of America,Never,More than 1000,Yes,Yes,Yes,Yes,i don't know,Neither easy nor difficult,Yes,Maybe,Maybe,No,No,1
46,Female,United States of America,Sometimes,More than 1000,Yes,Yes,Yes,Yes,i don't know,I don't know,No,No,Yes,Maybe,I don't know,1
31,Female,United States of America,Sometimes,More than 1000,Yes,not eligible for coverage / n/a,Unknown,No,i don't know,Very difficult,No,No,Yes,Maybe,No,1
42,Male,Ireland,Never,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
30,Male,United States of America,Sometimes,More than 1000,No,i don't know,No,No,i don't know,I don't know,Yes,Yes,Maybe,No,No,0
26,Other,United States of America,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
29,Male,Austria,Never,5-Jan,No,not eligible for coverage / n/a,i am not sure,No,i don't know,Somewhat difficult,Maybe,Maybe,Maybe,No,No,1
31,Male,United States of America,Never,100-500,Yes,Yes,Yes,No,i don't know,Very easy,Yes,Yes,No,No,Yes,1
40,Male,United States of America,Always,26-100,i don't know,i don't know,i am not sure,No,i don't know,Somewhat easy,Yes,Yes,No,No,I don't know,1
39,Male,United States of America,Always,26-100,i don't know,Yes,i am not sure,No,i don't know,Very easy,Yes,Yes,Maybe,No,I don't know,1
37,Male,United States of America,Sometimes,26-100,No,Yes,No,No,i don't know,Very easy,Maybe,Maybe,Maybe,No,Yes,0
27,Male,United States of America,Always,26-100,No,i don't know,i am not sure,No,i don't know,Very easy,Yes,Yes,Maybe,No,Yes,0
45,Male,United States of America,Always,26-100,No,i don't know,No,No,i don't know,Somewhat difficult,No,No,Maybe,Maybe,I don't know,0
29,Male,United States of America,Sometimes,26-100,Yes,i don't know,No,No,Yes,Very easy,Maybe,Maybe,Maybe,No,I don't know,0
47,Female,United States of America,Sometimes,26-100,No,Yes,No,No,Yes,Very easy,Yes,Yes,No,No,Yes,0
33,Male,United States of America,Always,100-500,No,i don't know,No,No,Yes,Very easy,Yes,Yes,No,No,Yes,0
32,Male,United States of America,Always,26-100,No,i don't know,No,No,Yes,I don't know,No,No,Maybe,Maybe,I don't know,0
29,Male,United States of America,Sometimes,26-100,No,i don't know,No,No,i don't know,Very easy,Yes,Yes,No,No,Yes,0
36,Male,United States of America,Sometimes,26-100,Yes,Yes,i am not sure,No,Yes,Somewhat easy,Maybe,Maybe,No,No,I don't know,1
35,Female,United States of America,Never,25-Jun,i don't know,i don't know,i am not sure,No,i don't know,Somewhat difficult,No,No,Yes,No,I don't know,0
40,Male,United States of America,Always,26-100,Yes,Yes,No,No,i don't know,Very easy,Maybe,Yes,Maybe,No,Yes,0
36,Male,United States of America,Always,26-100,Yes,Yes,i am not sure,No,i don't know,Very difficult,No,No,Maybe,No,I don't know,1
39,Female,United States of America,Sometimes,More than 1000,i don't know,i don't know,No,i don't know,i don't know,I don't know,No,No,Yes,Maybe,I don't know,1
38,Male,United States of America,Always,26-100,No,Yes,No,i don't know,Yes,Somewhat easy,Maybe,Yes,No,No,Yes,0
23,Male,United States of America,Sometimes,5-Jan,i don't know,i don't know,i am not sure,Yes,Yes,Very easy,Yes,Yes,No,No,Yes,1
29,Male,United States of America,Sometimes,500-1000,Yes,No,No,No,No,Neither easy nor difficult,No,No,Yes,Maybe,I don't know,0
38,Male,United States of America,Always,100-500,No,i don't know,No,No,i don't know,Very easy,Maybe,Maybe,No,No,Yes,0
34,Female,United States of America,Sometimes,More than 1000,Yes,Yes,Yes,No,i don't know,Very difficult,Maybe,Maybe,Maybe,No,No,1
28,Male,Brazil,Never,More than 1000,Yes,No,i am not sure,No,i don't know,Very easy,No,No,Maybe,Maybe,No,1
38,Male,New Zealand,Sometimes,25-Jun,Yes,No,Unknown,No,Yes,Very easy,Yes,Yes,No,No,Yes,1
25,Female,United States of America,Never,26-100,i don't know,Yes,Yes,Yes,Yes,Very difficult,No,No,Yes,Maybe,No,1
36,Female,United States of America,Sometimes,More than 1000,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Yes,No,No,Yes,1
57,Female,United States of America,Sometimes,More than 1000,Yes,not eligible for coverage / n/a,i am not sure,No,i don't know,Very difficult,No,No,Yes,Yes,No,1
46,Male,Ireland,Sometimes,More than 1000,Yes,i don't know,No,No,i don't know,Very difficult,No,No,Maybe,No,No,1
49,Male,United States of America,Never,More than 1000,Yes,Yes,Yes,No,i don't know,Very difficult,No,No,Yes,No,No,1
34,Male,United States of America,Never,More than 1000,No,i don't know,No,No,Yes,Neither easy nor difficult,No,Maybe,Maybe,No,No,1
43,Male,United Kingdom,Sometimes,26-100,No,i don't know,No,No,Yes,Very easy,Maybe,Yes,No,No,Yes,0
35,Male,Ireland,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
32,Male,United States of America,Always,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
24,Other,Sweden,Sometimes,More than 1000,i don't know,not eligible for coverage / n/a,Unknown,Yes,i don't know,Very easy,No,No,No,No,Yes,1
33,Male,United States of America,Sometimes,More than 1000,Yes,Yes,Yes,No,i don't know,Very difficult,Maybe,Maybe,Maybe,Maybe,No,1
28,Male,Finland,Never,5-Jan,Yes,i don't know,No,No,Yes,Somewhat easy,Yes,Yes,No,No,Yes,0
48,Male,Germany,Sometimes,More than 1000,Yes,Yes,i am not sure,No,Yes,Somewhat easy,Maybe,Yes,Maybe,Maybe,I don't know,0
33,Female,United States of America,Always,26-100,i don't know,Yes,Yes,No,i don't know,Very difficult,Maybe,Maybe,Yes,Yes,Yes,1
40,Male,Italy,Never,100-500,No,not eligible for coverage / n/a,Unknown,i don't know,i don't know,Very easy,No,Maybe,No,No,Yes,0
22,Male,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
22,Female,United States of America,Never,100-500,Yes,No,No,No,i don't know,Somewhat difficult,No,No,Yes,Maybe,I don't know,1
23,Female,United States of America,Sometimes,100-500,i don't know,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Maybe,No,I don't know,1
33,Male,Germany,Never,More than 1000,Yes,No,Unknown,No,i don't know,Somewhat easy,Yes,Maybe,No,No,Yes,1
29,Male,Netherlands,Never,25-Jun,i don't know,i don't know,i am not sure,No,No,Very difficult,Maybe,No,Yes,No,No,1
32,Male,United States of America,Always,More than 1000,No,Yes,No,No,i don't know,Neither easy nor difficult,Yes,Maybe,No,No,No,1
43,Male,United States of America,Sometimes,26-100,Yes,Yes,Yes,No,i don't know,Somewhat difficult,No,No,Yes,No,No,1
49,Male,United States of America,Sometimes,More than 1000,Yes,Yes,No,Yes,i don't know,Very easy,Yes,Yes,No,No,Yes,1
44,Male,Italy,Always,More than 1000,No,No,No,No,i don't know,Very easy,Maybe,Yes,No,No,I don't know,0
27,Male,Canada,Never,26-100,Yes,No,No,No,i don't know,Somewhat difficult,No,Maybe,Yes,Maybe,I don't know,0
30,Male,United States of America,Never,25-Jun,No,i don't know,i am not sure,No,i don't know,Very difficult,Maybe,Maybe,Yes,No,No,0
43,Female,United States of America,Sometimes,5-Jan,Yes,No,Unknown,No,i don't know,Very difficult,Maybe,Yes,No,Maybe,I don't know,0
30,Female,United States of America,Sometimes,26-100,No,Yes,Yes,No,i don't know,I don't know,No,Maybe,Maybe,No,I don't know,1
33,Female,United States of America,Sometimes,26-100,Yes,Yes,No,No,i don't know,Somewhat difficult,Maybe,Yes,Maybe,Maybe,I don't know,1
27,Female,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
26,Female,United States of America,Never,25-Jun,Yes,i don't know,No,Yes,Yes,Somewhat difficult,No,No,Yes,Yes,No,1
47,Male,Ireland,Sometimes,100-500,Yes,i don't know,Yes,Yes,i don't know,Somewhat difficult,No,Yes,Yes,Maybe,Yes,1
30,Male,United States of America,Never,25-Jun,i don't know,i don't know,i am not sure,No,i don't know,Neither easy nor difficult,No,No,Maybe,No,No,0
39,Male,United States of America,Never,25-Jun,Yes,i don't know,No,No,i don't know,Somewhat difficult,No,Maybe,Maybe,No,I don't know,0
36,Male,United States of America,Never,100-500,No,i don't know,i am not sure,No,i don't know,Somewhat easy,Maybe,No,Maybe,Maybe,No,0
34,Male,United Kingdom,Always,25-Jun,Yes,No,No,No,i don't know,Very easy,Maybe,Maybe,No,No,Yes,1
25,Female,United States of America,Never,26-100,Yes,Yes,No,No,i don't know,Very difficult,No,No,Maybe,No,I don't know,1
28,Male,Finland,Sometimes,26-100,Yes,i don't know,No,Yes,i don't know,Somewhat difficult,Maybe,No,Maybe,No,Yes,0
38,Male,United States of America,Sometimes,More than 1000,Yes,Yes,Yes,i don't know,No,Somewhat easy,Yes,Yes,No,No,Yes,1
39,Male,United States of America,Always,100-500,No,Yes,No,No,Yes,Somewhat easy,Maybe,Yes,No,No,Yes,0
32,Male,United States of America,Never,25-Jun,i don't know,i don't know,i am not sure,No,i don't know,Somewhat difficult,Maybe,Maybe,Maybe,No,I don't know,0
27,Female,United States of America,Never,26-100,Yes,i don't know,i am not sure,No,i don't know,Somewhat difficult,No,Maybe,Maybe,No,I don't know,1
31,Female,United States of America,Sometimes,500-1000,Yes,Yes,Yes,i don't know,i don't know,Somewhat difficult,Maybe,Maybe,Maybe,No,I don't know,1
30,Female,United Kingdom,Never,26-100,No,i don't know,No,No,i don't know,Neither easy nor difficult,No,No,No,No,No,0
34,Male,United Kingdom,Sometimes,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
26,Male,United States of America,Always,26-100,Yes,i don't know,No,No,i don't know,I don't know,No,Maybe,Maybe,No,I don't know,0
27,Female,United Kingdom,Always,100-500,No,Yes,i am not sure,i don't know,No,Somewhat easy,Maybe,No,Maybe,Maybe,I don't know,1
29,Male,United States of America,Never,26-100,No,i don't know,No,No,i don't know,Somewhat difficult,Maybe,Maybe,No,No,I don't know,1
37,Female,Canada,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
49,Female,United States of America,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
39,Male,United States of America,Sometimes,More than 1000,No,i don't know,No,Yes,i don't know,Somewhat easy,No,No,Maybe,Maybe,Yes,0
42,Male,China,Sometimes,nan,No,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
28,Male,United States of America,Sometimes,500-1000,i don't know,Yes,Yes,No,Yes,Neither easy nor difficult,Maybe,No,Maybe,Maybe,No,1
33,Male,United States of America,Always,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
30,Female,United Kingdom,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
70,Male,United States of America,Always,26-100,i don't know,Yes,Yes,No,Yes,Neither easy nor difficult,Yes,Yes,No,No,I don't know,1
25,Male,Germany,Sometimes,25-Jun,Yes,No,Unknown,No,i don't know,Neither easy nor difficult,No,Maybe,Maybe,No,Yes,1
45,Male,United Kingdom,Sometimes,26-100,No,i don't know,i am not sure,i don't know,i don't know,Neither easy nor difficult,Yes,Yes,No,Maybe,Yes,1
63,Female,United States of America,Never,More than 1000,i don't know,Yes,Yes,i don't know,Yes,Neither easy nor difficult,Yes,Yes,No,No,I don't know,1
40,Male,United States of America,Always,26-100,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Maybe,Maybe,No,No,I don't know,1
39,Male,United States of America,Sometimes,26-100,Yes,Yes,Yes,No,i don't know,Very easy,Maybe,Maybe,Maybe,No,Yes,1
31,Female,United States of America,Always,25-Jun,Yes,Yes,No,No,i don't know,Somewhat easy,Maybe,Maybe,No,No,Yes,1
34,Male,United States of America,Never,26-100,i don't know,No,Unknown,No,i don't know,Very difficult,No,No,Yes,Yes,No,0
44,Male,United Kingdom,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
45,Male,Ireland,Always,500-1000,No,not eligible for coverage / n/a,No,Yes,i don't know,Somewhat easy,Maybe,Yes,Maybe,Maybe,I don't know,0
43,Male,United States of America,Sometimes,100-500,Yes,Yes,Yes,No,Yes,Very easy,Yes,Yes,No,No,Yes,1
29,Male,United States of America,Always,26-100,Yes,Yes,Yes,No,Yes,Somewhat easy,Maybe,Yes,Maybe,No,Yes,0
27,Other,United States of America,Always,100-500,Yes,Yes,Yes,No,Yes,Somewhat easy,Maybe,Yes,Maybe,Maybe,I don't know,1
37,Male,United States of America,Always,100-500,Yes,Yes,Yes,i don't know,Yes,Somewhat difficult,Maybe,Yes,Maybe,Maybe,Yes,1
41,Other,United States of America,Always,100-500,Yes,Yes,Yes,No,i don't know,I don't know,Maybe,Maybe,Yes,No,No,1
30,Female,United States of America,Sometimes,26-100,Yes,Yes,Yes,No,i don't know,Neither easy nor difficult,No,No,No,No,I don't know,1
28,Male,United States of America,Sometimes,26-100,Yes,Yes,i am not sure,No,i don't know,Somewhat difficult,No,Maybe,Maybe,No,I don't know,1
28,Male,United States of America,Sometimes,More than 1000,No,i don't know,i am not sure,No,i don't know,I don't know,Maybe,No,Maybe,No,No,0
39,Male,Switzerland,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
22,Male,United Kingdom,Sometimes,25-Jun,Yes,not eligible for coverage / n/a,Unknown,No,i don't know,Very difficult,No,No,Maybe,No,I don't know,1
31,Male,United States of America,Sometimes,26-100,i don't know,Yes,No,No,i don't know,Very easy,Maybe,Yes,No,No,Yes,0
29,Male,United Kingdom,Never,26-100,i don't know,No,Unknown,No,No,Somewhat difficult,No,No,Maybe,Maybe,No,0
33,Male,Israel,Never,100-500,No,No,No,No,i don't know,Somewhat easy,No,No,Maybe,Maybe,No,0
37,Male,Germany,Sometimes,100-500,No,i don't know,No,No,i don't know,Very easy,Maybe,Maybe,Maybe,No,I don't know,1
42,Male,United States of America,Always,100-500,No,i don't know,i am not sure,No,i don't know,I don't know,Maybe,Maybe,No,No,Yes,0
31,Male,United Kingdom,Never,25-Jun,Yes,i don't know,No,No,Yes,Somewhat easy,Yes,Yes,Yes,Yes,No,1
34,Male,United States of America,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
49,Female,United States of America,Always,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
29,Male,Canada,Never,26-100,Yes,Yes,Yes,Yes,i don't know,I don't know,Maybe,Maybe,Maybe,Maybe,Yes,0
40,Other,United States of America,Sometimes,More than 1000,No,Yes,Yes,No,i don't know,Very easy,Maybe,Maybe,No,No,I don't know,1
46,Female,Netherlands,Sometimes,26-100,Yes,i don't know,No,No,Yes,Somewhat easy,Maybe,Yes,Maybe,Maybe,Yes,1
43,Male,Denmark,Sometimes,100-500,No,Yes,No,Yes,Yes,Very easy,Maybe,Yes,No,No,Yes,0
45,Male,Germany,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
32,Male,United Kingdom,Sometimes,25-Jun,No,No,No,No,i don't know,I don't know,No,No,Yes,No,I don't know,0
38,Male,United States of America,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
40,Male,Netherlands,Sometimes,More than 1000,Yes,Yes,Yes,No,i don't know,Very easy,Maybe,No,Maybe,No,I don't know,1
38,Male,Germany,Never,26-100,i don't know,No,i am not sure,No,i don't know,Neither easy nor difficult,Maybe,Maybe,No,No,I don't know,1
32,Male,United Kingdom,Never,100-500,i don't know,No,Unknown,No,i don't know,Very difficult,Maybe,Maybe,Maybe,No,I don't know,1
37,Male,Mexico,Sometimes,More than 1000,No,i don't know,i am not sure,No,No,Somewhat difficult,No,No,Yes,Maybe,No,0
24,Male,Sweden,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
25,Female,United States of America,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
24,Male,United States of America,Sometimes,25-Jun,Yes,No,No,No,i don't know,Very easy,Maybe,Yes,No,No,Yes,0
34,Female,United States of America,Sometimes,More than 1000,Yes,i don't know,i am not sure,No,i don't know,Very difficult,No,No,Yes,No,No,1
55,Male,United States of America,Always,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
32,Male,United States of America,Sometimes,100-500,Yes,Yes,Yes,No,i don't know,Neither easy nor difficult,Maybe,Maybe,No,No,I don't know,1
29,Male,Romania,Never,5-Jan,No,No,Unknown,No,i don't know,Very easy,No,No,Maybe,Maybe,I don't know,0
20,Male,United States of America,Sometimes,More than 1000,No,not eligible for coverage / n/a,No,i don't know,i don't know,Very easy,Maybe,Maybe,No,No,I don't know,0
41,Male,United States of America,Sometimes,More than 1000,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Maybe,Yes,Maybe,No,No,0
33,Female,United States of America,Sometimes,25-Jun,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,No,No,Yes,1
25,Male,United States of America,Sometimes,26-100,Yes,i don't know,No,No,i don't know,Somewhat easy,Maybe,Yes,No,No,Yes,1
29,Male,United Kingdom,Sometimes,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,0
24,Other,United States of America,Sometimes,More than 1000,Yes,Yes,i am not sure,Yes,Yes,Somewhat difficult,Yes,Yes,Yes,No,No,1
39,Male,United States of America,Sometimes,100-500,No,i don't know,i am not sure,No,i don't know,I don't know,Yes,Yes,No,No,I don't know,0
39,Male,United Kingdom,Sometimes,500-1000,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Maybe,No,Yes,0
44,Male,United Kingdom,Sometimes,nan,i don't know,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
30,Female,Netherlands,Sometimes,nan,Yes,Unknown,Unknown,Unknown,Unknown,nan,nan,nan,nan,nan,nan,1
31,Male,Denmark,Sometimes,25-Jun,Yes,No,i am not sure,No,i don't know,Somewhat easy,Yes,Yes,Maybe,Maybe,I don't know,0
